model_08,displ_08,cyl_08,trans_08,drive_08,fuel_08,veh_class_08,air_pollut_08,city_mpg_08,hwy_mpg_08,cmb_mpg_08,greenhouse_08,smartway_08,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,3.5,6.0,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6.0,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,2.7,6.0,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1.0,15.0,25.0,18.0,3.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3.0,14.0,22.0,17.0,5.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3.0,13.0,20.0,16.0,4.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3.0,19.0,30.0,23.0,5.0,No
DODGE Charger,6.1,8.0,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3.0,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3.0,18.0,27.0,21.0,4.0,No
DODGE Durango,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4.0,no,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
DODGE Durango,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4.0,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
DODGE Durango,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4.0,no,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,3.7,6.0,Auto-L4,2WD,Gasoline,SUV,7.0,14.0,19.0,16.0,4.0,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
DODGE Durango,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
DODGE Durango,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,4.7,8.0,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,19.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
DODGE Durango,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
DODGE Durango,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,4.7,8.0,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,17.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
DODGE Durango,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
DODGE Durango,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,5.7,8.0,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No
DODGE Durango,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No
DODGE Durango,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
DODGE Durango,5.7,8.0,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3.0,no,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,5.4,8.0,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No
FORD F150,4.2,6.0,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4.0,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
FORD F150,4.2,6.0,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4.0,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No
